date,soybean_oil_usd_mt,maize_usd_mt,wheat_usd_mt,dap_fertiliser_usd_mt,mop_potash_usd_mt,wheat_usd_mt_mom_pct,wheat_usd_mt_yoy_pct,maize_usd_mt_mom_pct,maize_usd_mt_yoy_pct,soybean_oil_usd_mt_mom_pct,soybean_oil_usd_mt_yoy_pct,dap_fertiliser_usd_mt_mom_pct,dap_fertiliser_usd_mt_yoy_pct,mop_potash_usd_mt_mom_pct,mop_potash_usd_mt_yoy_pct,dap_to_wheat_ratio,fertiliser_composite_idx
1986-07-31,336.0,83.03,101.78,135.5,72.5,-3.818,-20.855,-19.809,-27.743,-4.274,-40.845,-3.559,-10.265,-3.333,-16.667,1.331,104.0
1986-08-31,271.0,72.31,102.15,135.5,72.5,0.364,-17.012,-12.911,-31.479,-19.345,-47.683,0.0,-12.862,0.0,-16.667,1.326,104.0
1986-09-30,276.0,65.7,103.62,129.5,66.5,1.439,-17.302,-9.141,-35.531,1.845,-41.151,-4.428,-15.909,-8.276,-18.405,1.25,98.0
1986-10-31,319.0,65.31,104.72,134.5,66.5,1.062,-17.867,-0.594,-33.749,15.58,-28.795,3.861,-10.927,0.0,-18.405,1.284,100.5
1986-11-30,322.0,72.43,105.09,127.0,65.5,0.353,-20.771,10.902,-31.798,0.94,-29.231,-5.576,-14.765,-1.504,-19.632,1.208,96.25
1986-12-31,320.0,69.64,107.29,122.0,65.5,2.093,-21.715,-3.852,-35.441,-0.621,-31.915,-3.937,-16.724,0.0,-19.632,1.137,93.75
1987-01-31,315.0,67.91,109.13,140.0,63.0,1.715,-17.501,-2.484,-36.998,-1.562,-31.072,14.754,-3.78,-3.817,-22.699,1.283,101.5
1987-02-28,307.0,66.14,112.07,161.0,61.5,2.694,-13.6,-2.606,-35.905,-2.54,-22.081,15.0,12.587,-2.381,-23.125,1.437,111.25
1987-03-31,305.0,71.6,115.38,165.0,61.5,2.954,-14.203,8.255,-29.025,-0.651,-17.344,2.484,11.486,0.0,-23.125,1.43,113.25
1987-04-30,333.0,74.88,113.17,157.5,61.5,-1.915,-14.679,4.581,-26.103,9.18,-4.585,-4.545,5.705,0.0,-18.0,1.392,109.5
1987-05-31,351.0,81.84,119.05,151.5,61.5,5.196,-0.31,9.295,-22.463,5.405,1.739,-3.81,2.365,0.0,-18.0,1.273,106.5
1987-06-30,351.0,80.7,108.76,149.0,61.5,-8.643,2.778,-1.393,-22.059,0.0,0.0,-1.65,6.05,0.0,-18.0,1.37,105.25
1987-07-31,318.0,76.37,104.72,159.5,70.0,-3.715,2.889,-5.366,-8.021,-9.402,-5.357,7.047,17.712,13.821,-3.448,1.523,114.75
1987-08-31,322.0,71.65,106.92,167.0,70.0,2.101,4.67,-6.18,-0.913,1.258,18.819,4.702,23.247,0.0,-3.448,1.562,118.5
1987-09-30,330.0,73.57,112.07,167.5,70.0,4.817,8.155,2.68,11.979,2.484,19.565,0.299,29.344,0.0,5.263,1.495,118.75
1987-10-31,348.0,78.85,113.91,163.0,73.0,1.642,8.776,7.177,20.732,5.455,9.091,-2.687,21.19,4.286,9.774,1.431,118.0
1987-11-30,338.0,81.69,115.01,165.0,73.0,0.966,9.44,3.602,12.785,-2.874,4.969,1.227,29.921,0.0,11.45,1.435,119.0
1987-12-31,393.0,83.16,124.56,174.0,81.0,8.304,16.097,1.799,19.414,16.272,22.812,5.455,42.623,10.959,23.664,1.397,127.5
1988-01-31,433.0,85.92,128.6,189.0,82.0,3.243,17.841,3.319,26.52,10.178,37.46,8.621,35.0,1.235,30.159,1.47,135.5
1988-02-29,406.0,87.99,131.54,194.5,83.0,2.286,17.373,2.409,33.036,-6.236,32.248,2.91,20.807,1.22,34.959,1.479,138.75
1988-03-31,396.0,90.23,124.93,189.0,83.0,-5.025,8.277,2.546,26.02,-2.463,29.836,-2.828,14.545,0.0,34.959,1.513,136.0
1988-04-30,409.0,89.52,126.77,194.5,83.0,1.473,12.017,-0.787,19.551,3.283,22.823,2.91,23.492,0.0,34.959,1.534,138.75
1988-05-31,437.0,89.32,128.97,175.5,84.5,1.735,8.333,-0.223,9.14,6.846,24.501,-9.769,15.842,1.807,37.398,1.361,130.0
1988-06-30,544.0,120.27,149.91,166.5,84.5,16.236,37.836,34.651,49.033,24.485,54.986,-5.128,11.745,0.0,37.398,1.111,125.5
1988-07-31,600.0,125.49,149.55,177.0,84.5,-0.24,42.809,4.34,64.318,10.294,88.679,6.306,10.972,0.0,20.714,1.184,130.75
1988-08-31,534.0,119.92,149.91,176.5,93.0,0.241,40.208,-4.439,67.369,-11.0,65.839,-0.282,5.689,10.059,32.857,1.177,134.75
1988-09-30,478.0,121.37,159.47,173.5,90.0,6.377,42.295,1.209,64.972,-10.487,44.848,-1.7,3.582,-3.226,28.571,1.088,131.75
1988-10-31,449.0,121.35,162.04,174.5,91.5,1.612,42.253,-0.016,53.9,-6.067,29.023,0.576,7.055,1.667,25.342,1.077,133.0
1988-11-30,431.0,114.43,163.88,173.0,91.5,1.136,42.492,-5.703,40.078,-4.009,27.515,-0.86,4.848,0.0,25.342,1.056,132.25
1988-12-31,444.0,116.88,166.82,178.5,91.5,1.794,33.927,2.141,40.548,3.016,12.977,3.179,2.586,0.0,12.963,1.07,135.0
1989-01-31,423.0,118.2,173.8,181.0,91.5,4.184,35.148,1.129,37.57,-4.73,-2.309,1.401,-4.233,0.0,11.585,1.041,136.25
1989-02-28,412.0,117.42,171.96,178.5,101.5,-1.059,30.728,-0.66,33.447,-2.6,1.478,-1.381,-8.226,10.929,22.289,1.038,140.0
1989-03-31,437.0,118.38,178.21,176.5,100.5,3.635,42.648,0.818,31.198,6.068,10.354,-1.12,-6.614,-0.985,21.084,0.99,138.5
1989-04-30,440.0,115.74,174.53,167.5,98.5,-2.065,37.675,-2.23,29.29,0.686,7.579,-5.099,-13.882,-1.99,18.675,0.96,133.0
1989-05-31,460.0,117.64,176.37,152.5,98.5,1.054,36.753,1.642,31.706,4.545,5.263,-8.955,-13.105,0.0,16.568,0.865,125.5
1989-06-30,464.0,112.99,168.65,142.5,98.5,-4.377,12.501,-3.953,-6.053,0.87,-14.706,-6.557,-14.414,0.0,16.568,0.845,120.5
1989-07-31,447.0,108.7,166.82,137.5,98.5,-1.085,11.548,-3.797,-13.38,-3.664,-25.5,-3.509,-22.316,0.0,16.568,0.824,118.0
1989-08-31,404.0,100.92,164.24,144.0,98.5,-1.547,9.559,-7.157,-15.844,-9.62,-24.345,4.727,-18.414,0.0,5.914,0.877,121.25
1989-09-30,410.0,103.37,163.51,156.0,98.5,-0.444,2.533,2.428,-14.831,1.485,-14.226,8.333,-10.086,0.0,9.444,0.954,127.25
1989-10-31,419.0,107.28,164.61,148.0,98.5,0.673,1.586,3.783,-11.595,2.195,-6.682,-5.128,-15.186,0.0,7.65,0.899,123.25
1989-11-30,433.0,108.48,163.51,142.0,98.5,-0.668,-0.226,1.119,-5.2,3.341,0.464,-4.054,-17.919,0.0,7.65,0.868,120.25
1989-12-31,429.0,109.17,164.61,137.5,98.5,0.673,-1.325,0.636,-6.597,-0.924,-3.378,-3.169,-22.969,0.0,7.65,0.835,118.0
1990-01-31,417.0,105.6,167.92,138.5,98.5,2.011,-3.383,-3.27,-10.66,-2.797,-1.418,0.727,-23.481,0.0,7.65,0.825,118.5
1990-02-28,428.0,106.07,160.94,139.75,98.5,-4.157,-6.408,0.445,-9.666,2.638,3.883,0.903,-21.709,0.0,-2.956,0.868,119.12
1990-03-31,442.0,109.7,156.53,146.0,97.375,-2.74,-12.165,3.422,-7.332,3.271,1.144,4.472,-17.28,-1.142,-3.109,0.933,121.69
1990-04-30,440.0,118.82,159.47,155.2,93.2,1.878,-8.629,8.314,2.661,-0.452,0.0,6.301,-7.343,-4.288,-5.381,0.973,124.2
1990-05-31,449.0,121.04,149.18,149.125,93.5,-6.453,-15.416,1.868,2.89,2.045,-2.391,-3.914,-2.213,0.322,-5.076,1.0,121.31
1990-06-30,435.0,120.86,135.58,152.75,93.5,-9.117,-19.609,-0.149,6.965,-3.118,-6.25,2.431,7.193,0.0,-5.076,1.127,123.12
1990-07-31,437.0,114.91,124.93,160.7,93.5,-7.855,-25.111,-4.923,5.713,0.46,-2.237,5.205,16.873,0.0,-5.076,1.286,127.1
1990-08-31,460.0,110.05,116.84,160.5,93.5,-6.476,-28.86,-4.229,9.047,5.263,13.861,-0.124,11.458,0.0,-5.076,1.374,127.0
1990-09-30,461.0,101.52,114.27,165.875,93.5,-2.2,-30.114,-7.751,-1.79,0.217,12.439,3.349,6.33,0.0,-5.076,1.452,129.69
1990-10-31,468.0,100.34,114.64,165.7,93.5,0.324,-30.357,-1.162,-6.469,1.518,11.695,-0.106,11.959,0.0,-5.076,1.445,129.6
1990-11-30,455.0,100.39,112.8,163.375,93.5,-1.605,-31.013,0.05,-7.458,-2.778,5.081,-1.403,15.053,0.0,-5.076,1.448,128.44
1990-12-31,476.0,102.01,113.17,158.625,93.5,0.328,-31.25,1.614,-6.559,4.615,10.956,-2.907,15.364,0.0,-5.076,1.402,126.06
1991-01-31,455.0,105.67,111.33,157.375,93.5,-1.626,-33.701,3.588,0.066,-4.412,9.113,-0.788,13.628,0.0,-5.076,1.414,125.44
1991-02-28,445.0,106.1,113.91,160.625,95.625,2.317,-29.222,0.407,0.028,-2.198,3.972,2.065,14.937,2.273,-2.919,1.41,128.12
1991-03-31,453.0,109.54,119.42,163.625,95.625,4.837,-23.708,3.242,-0.146,1.798,2.489,1.868,12.072,0.0,-1.797,1.37,129.62
1991-04-30,460.0,110.33,120.89,166.0,108.0,1.231,-24.193,0.721,-7.145,1.545,4.545,1.451,6.959,12.941,15.88,1.373,137.0
1991-05-31,444.0,105.7,121.99,165.25,112.0,0.91,-18.226,-4.197,-12.673,-3.478,-1.114,-0.452,10.813,3.704,19.786,1.355,138.62
1991-06-30,440.0,104.21,120.15,159.25,112.0,-1.508,-11.381,-1.41,-13.776,-0.901,1.149,-3.631,4.255,0.0,19.786,1.325,135.62
1991-07-31,431.0,105.11,118.31,163.5,110.4,-1.531,-5.299,0.864,-8.528,-2.045,-1.373,2.669,1.742,-1.429,18.075,1.382,136.95
1991-08-31,457.0,110.43,125.3,161.875,110.0,5.908,7.241,5.061,0.345,6.032,-0.652,-0.994,0.857,-0.362,17.647,1.292,135.94
1991-09-30,468.0,108.85,135.22,159.5,110.0,7.917,18.334,-1.431,7.22,2.407,1.518,-1.467,-3.843,0.0,17.647,1.18,134.75
1991-10-31,485.0,109.7,146.97,155.0,110.0,8.69,28.201,0.781,9.328,3.632,3.632,-2.821,-6.457,0.0,17.647,1.055,132.5
1991-11-30,466.0,106.49,149.55,143.5,110.0,1.755,32.58,-2.926,6.076,-3.918,2.418,-7.419,-12.165,0.0,17.647,0.96,126.75
1991-12-31,442.0,106.91,160.94,143.5,110.0,7.616,42.211,0.394,4.803,-5.15,-7.143,0.0,-9.535,0.0,17.647,0.892,126.75
1992-01-31,429.0,109.31,170.12,145.25,110.0,5.704,52.807,2.245,3.445,-2.941,-5.714,1.22,-7.705,0.0,17.647,0.854,127.62
1992-02-29,414.0,113.62,177.1,147.875,110.0,4.103,55.474,3.943,7.088,-3.497,-6.966,1.807,-7.938,0.0,15.033,0.835,128.94
1992-03-31,434.0,117.0,169.39,144.8,110.0,-4.353,41.844,2.975,6.81,4.831,-4.194,-2.079,-11.505,0.0,15.033,0.855,127.4
1992-04-30,425.0,108.52,159.83,142.75,110.0,-5.644,32.211,-7.248,-1.641,-2.074,-7.609,-1.416,-14.006,0.0,1.852,0.893,126.38
1992-05-31,439.0,109.64,149.55,140.5,110.0,-6.432,22.592,1.032,3.728,3.294,-1.126,-1.576,-14.977,0.0,-1.786,0.939,125.25
1992-06-30,456.0,110.9,148.81,143.5,110.0,-0.495,23.854,1.149,6.42,3.872,3.636,2.135,-9.89,0.0,-1.786,0.964,126.75
1992-07-31,429.0,102.75,136.32,146.0,110.0,-8.393,15.223,-7.349,-2.245,-5.921,-0.464,1.742,-10.703,0.0,-0.362,1.071,128.0
1992-08-31,409.0,96.96,128.24,131.4,113.6,-5.927,2.346,-5.635,-12.198,-4.662,-10.503,-10.0,-18.826,3.273,3.273,1.025,122.5
1992-09-30,421.0,98.05,138.89,131.25,114.5,8.305,2.714,1.124,-9.922,2.934,-10.043,-0.114,-17.712,0.792,4.091,0.945,122.88
1992-10-31,418.0,95.11,140.73,130.125,114.5,1.325,-4.246,-2.998,-13.3,-0.713,-13.814,-0.857,-16.048,0.0,4.091,0.925,122.31
1992-11-30,437.0,94.48,147.71,126.4,114.5,4.96,-1.23,-0.662,-11.278,4.545,-6.223,-2.863,-11.916,0.0,4.091,0.856,120.45
1992-12-31,436.0,94.61,147.71,124.625,114.0,0.0,-8.22,0.138,-11.505,-0.229,-1.357,-1.404,-13.153,-0.437,3.636,0.844,119.31
1993-01-31,444.0,94.21,155.79,123.75,113.0,5.47,-8.423,-0.423,-13.814,1.835,3.497,-0.702,-14.802,-0.877,2.727,0.794,118.38
1993-02-28,433.0,94.38,148.81,120.25,112.5,-4.48,-15.974,0.18,-16.934,-2.477,4.589,-2.828,-18.681,-0.442,2.273,0.808,116.38
1993-03-31,438.0,97.14,148.08,115.1,112.5,-0.491,-12.58,2.924,-16.974,1.155,0.922,-4.283,-20.511,0.0,2.273,0.777,113.8
1993-04-30,448.0,100.55,141.83,112.75,112.5,-4.221,-11.262,3.51,-7.344,2.283,5.412,-2.042,-21.016,0.0,2.273,0.795,112.62
1993-05-31,448.0,98.59,136.69,115.1,112.5,-3.624,-8.599,-1.949,-10.078,0.0,2.05,2.084,-18.078,0.0,2.273,0.842,113.8
1993-06-30,461.0,92.76,121.99,113.875,112.5,-10.754,-18.023,-5.913,-16.357,2.902,1.096,-1.064,-20.645,0.0,2.273,0.933,113.19
1993-07-31,505.0,101.25,127.5,112.875,112.5,4.517,-6.47,9.153,-1.46,9.544,17.716,-0.878,-22.688,0.0,2.273,0.885,112.69
1993-08-31,483.0,100.31,129.71,113.1,112.5,1.733,1.146,-0.928,3.455,-4.356,18.093,0.199,-13.927,0.0,-0.968,0.872,112.8
1993-09-30,489.0,100.9,131.17,116.875,112.5,1.126,-5.558,0.588,2.907,1.242,16.152,3.338,-10.952,0.0,-1.747,0.891,114.69
1993-10-31,491.0,106.53,135.95,129.5,112.5,3.644,-3.397,5.58,12.007,0.409,17.464,10.802,-0.48,0.0,-1.747,0.953,121.0
1993-11-30,536.0,116.67,146.61,140.4,112.5,7.841,-0.745,9.518,23.486,9.165,22.654,8.417,11.076,0.0,-1.747,0.958,126.45
1993-12-31,589.0,121.79,158.73,150.375,112.5,8.267,7.461,4.388,28.728,9.888,35.092,7.105,20.662,0.0,-1.316,0.947,131.44
1994-01-31,602.0,127.23,153.22,150.0,112.5,-3.471,-1.65,4.467,35.049,2.207,35.586,-0.249,21.212,0.0,-0.442,0.979,131.25
1994-02-28,577.0,123.22,146.97,151.75,112.5,-4.079,-1.236,-3.152,30.557,-4.153,33.256,1.167,26.195,0.0,0.0,1.033,132.12
1994-03-31,586.0,119.4,141.1,155.875,112.5,-3.994,-4.714,-3.1,22.915,1.56,33.79,2.718,35.426,0.0,0.0,1.105,134.19
1994-04-30,584.0,113.23,140.36,162.25,112.5,-0.524,-1.036,-5.168,12.611,-0.341,30.357,4.09,43.902,0.0,0.0,1.156,137.38
1994-05-31,594.0,109.59,139.99,159.2,112.5,-0.264,2.414,-3.215,11.157,1.712,32.589,-1.88,38.315,0.0,0.0,1.137,135.85
1994-06-30,571.0,112.16,139.26,157.625,112.5,-0.521,14.157,2.345,20.914,-3.872,23.861,-0.989,38.419,0.0,0.0,1.132,135.06
1994-07-31,560.0,97.83,137.42,158.625,112.5,-1.321,7.78,-12.776,-3.378,-1.926,10.891,0.634,40.532,0.0,0.0,1.154,135.56
1994-08-31,600.0,95.99,145.87,161.1,112.5,6.149,12.459,-1.881,-4.307,7.143,24.224,1.56,42.44,0.0,0.0,1.104,136.8
1994-09-30,672.0,97.51,158.73,164.0,112.5,8.816,21.011,1.583,-3.36,12.0,37.423,1.8,40.321,0.0,0.0,1.033,138.25
1994-10-31,642.0,96.48,167.18,167.125,112.5,5.324,22.972,-1.056,-9.434,-4.464,30.754,1.905,29.054,0.0,0.0,1.0,139.81
1994-11-30,706.0,95.47,162.04,165.875,112.5,-3.075,10.525,-1.047,-18.171,9.969,31.716,-0.748,18.145,0.0,0.0,1.024,139.19
1994-12-31,693.0,102.49,164.61,171.66666666667,112.5,1.586,3.704,7.353,-15.847,-1.841,17.657,3.492,14.159,0.0,0.0,1.043,142.08
1995-01-31,674.0,106.96,156.16,188.2,112.5,-5.133,1.919,4.361,-15.932,-2.742,11.96,9.631,25.467,0.0,0.0,1.205,150.35
1995-02-28,663.0,106.69,154.32,198.625,112.5,-1.178,5.001,-0.252,-13.415,-1.632,14.905,5.539,30.89,0.0,0.0,1.287,155.56
1995-03-31,652.0,109.7,150.28,205.625,112.5,-2.618,6.506,2.821,-8.124,-1.659,11.263,3.524,31.917,0.0,0.0,1.368,159.06
1995-04-30,610.0,109.3,148.81,204.5,112.5,-0.978,6.02,-0.365,-3.471,-6.442,4.452,-0.547,26.04,0.0,0.0,1.374,158.5
1995-05-31,595.0,111.97,158.73,197.8,112.5,6.666,13.387,2.443,2.172,-2.459,0.168,-3.276,24.246,0.0,0.0,1.246,155.15
1995-06-30,611.0,119.86,170.12,185.625,112.5,7.176,22.16,7.047,6.865,2.689,7.005,-6.155,17.764,0.0,0.0,1.091,149.06
1995-07-31,626.0,126.99,190.7,180.8,112.5,12.097,38.772,5.949,29.807,2.455,11.786,-2.599,13.98,0.0,0.0,0.948,146.65
1995-08-31,616.0,126.44,184.45,185.25,112.5,-3.277,26.448,-0.433,31.722,-1.597,2.667,2.461,14.991,0.0,0.0,1.004,148.88
1995-09-30,614.0,130.48,193.64,192.0,112.5,4.982,21.993,3.195,33.812,-0.325,-8.631,3.644,17.073,0.0,0.0,0.992,152.25
1995-10-31,638.0,140.86,203.73,204.8,112.5,5.211,21.863,7.955,45.999,3.909,-0.623,6.667,22.543,0.0,0.0,1.005,158.65
1995-11-30,623.0,143.95,203.93,224.875,112.5,0.098,25.852,2.194,50.78,-2.351,-11.756,9.802,35.569,0.0,0.0,1.103,168.69
1995-12-31,579.0,148.65,208.92,229.16666666667,112.5,2.447,26.918,3.265,45.039,-7.063,-16.45,1.908,33.495,0.0,0.0,1.097,170.83
1996-01-31,554.0,156.13,206.88,226.3,112.5,-0.976,32.48,5.032,45.97,-4.318,-17.804,-1.251,20.244,0.0,0.0,1.094,169.4
1996-02-29,548.0,164.81,218.89,225.875,112.5,5.805,41.842,5.559,54.476,-1.083,-17.345,-0.188,13.719,0.0,0.0,1.032,169.19
1996-03-31,538.0,184.86,215.32,221.0,112.5,-1.631,43.279,12.166,68.514,-1.825,-17.485,-2.158,7.477,0.0,0.0,1.026,166.75
1996-04-30,582.0,190.37,257.61,210.75,112.5,19.641,73.113,2.981,74.172,8.178,-4.59,-4.638,3.056,0.0,0.0,0.818,161.62
1996-05-31,591.0,204.02,262.11,186.125,112.5,1.747,65.129,7.17,82.21,1.546,-0.672,-11.684,-5.902,0.0,0.0,0.71,149.31
1996-06-30,563.0,197.55,227.34,182.125,112.5,-13.265,33.635,-3.171,64.817,-4.738,-7.856,-2.149,-1.886,0.0,0.0,0.801,147.31
1996-07-31,549.0,197.8,202.6,188.0,112.5,-10.882,6.24,0.127,55.76,-2.487,-12.3,3.226,3.982,0.0,0.0,0.928,150.25
1996-08-31,565.0,185.5,191.63,189.875,112.5,-5.415,3.893,-6.218,46.71,2.914,-8.279,0.997,2.497,0.0,0.0,0.991,151.19
1996-09-30,569.0,145.39,178.71,186.7,112.5,-6.742,-7.71,-21.623,11.427,0.708,-7.329,-1.672,-2.76,0.0,0.0,1.045,149.6
1996-10-31,528.0,127.85,178.0,183.75,112.5,-0.397,-12.629,-12.064,-9.236,-7.206,-17.241,-1.58,-10.278,0.0,0.0,1.032,148.12
1996-11-30,517.0,117.74,176.41,188.25,112.5,-0.893,-13.495,-7.908,-18.208,-2.083,-17.014,2.449,-16.287,0.0,0.0,1.067,150.38
1996-12-31,514.0,117.69,175.7,188.5,112.5,-0.402,-15.901,-0.042,-20.827,-0.58,-11.226,0.133,-17.745,0.0,0.0,1.073,150.5
1997-01-31,534.0,118.36,175.73,188.0,112.5,0.017,-15.057,0.569,-24.191,3.891,-3.61,-0.265,-16.924,0.0,0.0,1.07,150.25
1997-02-28,527.0,121.67,172.35,187.375,112.5,-1.923,-21.262,2.797,-26.176,-1.311,-3.832,-0.332,-17.045,0.0,0.0,1.087,149.94
1997-03-31,541.0,127.6,176.61,187.4,112.5,2.472,-17.978,4.874,-30.975,2.657,0.558,0.013,-15.204,0.0,0.0,1.061,149.95
1997-04-30,541.0,124.4,183.49,188.5,112.5,3.896,-28.772,-2.508,-34.654,0.0,-7.045,0.587,-10.558,0.0,0.0,1.027,150.5
1997-05-31,541.0,118.77,172.59,188.5,112.5,-5.94,-34.154,-4.526,-41.785,0.0,-8.46,0.0,1.276,0.0,0.0,1.092,150.5
1997-06-30,550.0,112.05,148.39,187.0,112.5,-14.022,-34.728,-5.658,-43.28,1.664,-2.309,-0.796,2.677,0.0,0.0,1.26,149.75
1997-07-31,535.0,106.06,136.21,186.875,112.5,-8.208,-32.769,-5.346,-46.38,-2.727,-2.55,-0.067,-0.598,0.0,0.0,1.372,149.69
1997-08-31,544.0,112.92,150.61,186.625,112.5,10.572,-21.406,6.468,-39.127,1.682,-3.717,-0.134,-1.712,0.0,0.0,1.239,149.56
1997-09-30,555.0,112.24,151.74,186.6,112.5,0.75,-15.091,-0.602,-22.801,2.022,-2.46,-0.013,-0.054,0.0,0.0,1.23,149.55
1997-10-31,611.0,120.36,151.59,186.0,112.5,-0.099,-14.837,7.234,-5.858,10.09,15.72,-0.322,1.224,0.0,0.0,1.227,149.25
1997-11-30,676.0,117.22,149.88,185.5,112.5,-1.128,-15.039,-2.609,-0.442,10.638,30.754,-0.269,-1.461,0.0,0.0,1.238,149.0
1997-12-31,622.0,113.45,144.62,185.5,112.5,-3.509,-17.689,-3.216,-3.603,-7.988,21.012,0.0,-1.592,0.0,0.0,1.283,149.0
1998-01-31,625.0,114.71,137.1,184.0,112.5,-5.2,-21.983,1.111,-3.084,0.482,17.041,-0.809,-2.128,0.0,0.0,1.342,148.25
1998-02-28,634.0,113.38,140.05,183.5,112.5,2.152,-18.741,-1.159,-6.814,1.44,20.304,-0.272,-2.068,0.0,0.0,1.31,148.0
1998-03-31,652.0,114.21,138.92,183.5,112.5,-0.807,-21.341,0.732,-10.494,2.839,20.518,0.0,-2.081,0.0,0.0,1.321,148.0
1998-04-30,662.0,107.12,130.15,185.0,112.5,-6.313,-29.07,-6.208,-13.891,1.534,22.366,0.817,-1.857,0.0,0.0,1.421,148.75
1998-05-31,671.0,106.1,128.92,186.5,112.5,-0.945,-25.303,-0.952,-10.668,1.36,24.03,0.811,-1.061,0.0,0.0,1.447,149.5
1998-06-30,629.0,104.23,120.64,189.2,112.5,-6.423,-18.701,-1.762,-6.979,-6.259,14.364,1.448,1.176,0.0,0.0,1.568,150.85
1998-07-31,612.0,100.51,118.9,190.5,112.5,-1.442,-12.708,-3.569,-5.233,-2.703,14.393,0.687,1.94,0.0,0.0,1.602,151.5
1998-08-31,592.0,87.86,107.95,190.5,112.5,-9.209,-28.325,-12.586,-22.193,-3.268,8.824,0.0,2.076,0.0,0.0,1.765,151.5
1998-09-30,615.0,86.31,107.93,190.5,112.5,-0.019,-28.872,-1.764,-23.102,3.885,10.811,0.0,2.09,0.0,0.0,1.765,151.5
1998-10-31,614.0,95.53,126.54,189.625,112.5,17.243,-16.525,10.682,-20.63,-0.163,0.491,-0.459,1.949,0.0,0.0,1.499,151.06
1998-11-30,614.0,98.12,130.21,186.7,112.5,2.9,-13.124,2.711,-16.294,0.0,-9.172,-1.543,0.647,0.0,0.0,1.434,149.6
1998-12-31,591.0,95.76,126.21,182.83333333333,112.5,-3.072,-12.73,-2.405,-15.593,-3.746,-4.984,-2.071,-1.438,0.0,0.0,1.449,147.67
1999-01-31,541.63,97.44,125.29,181.75,112.5,-0.729,-8.614,1.754,-15.055,-8.354,-13.339,-0.593,-1.223,0.0,0.0,1.451,147.12
1999-02-28,482.36,94.19,117.03,181.625,112.5,-6.593,-16.437,-3.335,-16.925,-10.943,-23.918,-0.069,-1.022,0.0,0.0,1.552,147.06
1999-03-31,444.36,96.18,117.34,181.75,112.5,0.265,-15.534,2.113,-15.787,-7.878,-31.847,0.069,-0.954,0.0,0.0,1.549,147.12
1999-04-30,442.68,94.13,113.87,180.5,112.5,-2.957,-12.509,-2.131,-12.127,-0.378,-33.13,-0.688,-2.432,0.0,0.0,1.585,146.5
1999-05-31,421.5,92.49,113.0,180.5,112.5,-0.764,-12.349,-1.742,-12.828,-4.784,-37.183,0.0,-3.217,0.0,0.0,1.597,146.5
1999-06-30,405.88,93.65,111.41,180.5,112.5,-1.407,-7.651,1.254,-10.151,-3.706,-35.472,0.0,-4.598,0.0,0.0,1.62,146.5
1999-07-31,391.4,83.99,103.02,177.0,112.5,-7.531,-13.356,-10.315,-16.436,-3.568,-36.046,-1.939,-7.087,0.0,0.0,1.718,144.75
1999-08-31,412.37,85.65,111.3,172.4,112.5,8.037,3.103,1.976,-2.515,5.358,-30.343,-2.599,-9.501,0.0,0.0,1.549,142.45
1999-09-30,413.93,86.47,113.19,164.375,112.5,1.698,4.874,0.957,0.185,0.378,-32.694,-4.655,-13.714,0.0,0.0,1.452,138.44
1999-10-31,399.53,85.8,108.1,157.0,112.5,-4.497,-14.572,-0.775,-10.185,-3.479,-34.93,-4.487,-17.205,0.0,0.0,1.452,134.75
1999-11-30,387.31,85.43,108.8,148.3,112.5,0.648,-16.443,-0.431,-12.933,-3.059,-36.92,-5.541,-20.568,0.0,0.0,1.363,130.4
1999-12-31,374.67,87.18,102.16,147.5,112.5,-6.103,-19.056,2.048,-8.96,-3.264,-36.604,-0.539,-19.325,0.0,0.0,1.444,130.0
2000-01-31,369.79,93.29,105.83,147.2,112.5,3.592,-15.532,7.008,-4.259,-1.302,-31.726,-0.203,-19.01,0.0,0.0,1.391,129.85
2000-02-29,357.94,95.15,107.93,144.5,112.5,1.984,-7.776,1.994,1.019,-3.205,-25.794,-1.834,-20.44,0.0,0.0,1.339,128.5
2000-03-31,363.49,95.05,105.7,143.0,112.5,-2.066,-9.92,-0.105,-1.175,1.551,-18.199,-1.038,-21.32,0.0,0.0,1.353,127.75
2000-04-30,366.24,95.2,105.11,143.0,112.5,-0.558,-7.693,0.158,1.137,0.757,-17.268,0.0,-20.776,0.0,0.0,1.36,127.75
2000-05-31,337.97,96.35,112.14,143.0,112.5,6.688,-0.761,1.208,4.173,-7.719,-19.817,0.0,-20.776,0.0,0.0,1.275,127.75
2000-06-30,330.17,84.33,113.51,142.0,112.5,1.222,1.885,-12.475,-9.952,-2.308,-18.653,-0.699,-21.33,0.0,0.0,1.251,127.25
2000-07-31,339.3,75.27,108.98,140.3,112.5,-3.991,5.785,-10.744,-10.382,2.765,-13.311,-1.197,-20.734,0.0,0.0,1.287,126.4
2000-08-31,328.92,75.58,108.36,148.625,112.5,-0.569,-2.642,0.412,-11.757,-3.059,-20.237,5.934,-13.791,0.0,0.0,1.372,130.56
2000-09-30,312.49,80.43,117.49,157.5,112.5,8.426,3.799,6.417,-6.985,-4.995,-24.507,5.971,-4.183,0.0,0.0,1.341,135.0
2000-10-31,314.02,85.03,128.18,155.9,112.5,9.099,18.575,5.719,-0.897,0.49,-21.403,-1.016,-0.701,0.0,0.0,1.216,134.2
