date,soybean_oil_usd_mt,maize_usd_mt,wheat_usd_mt,dap_fertiliser_usd_mt,mop_potash_usd_mt,wheat_usd_mt_mom_pct,wheat_usd_mt_yoy_pct,maize_usd_mt_mom_pct,maize_usd_mt_yoy_pct,soybean_oil_usd_mt_mom_pct,soybean_oil_usd_mt_yoy_pct,dap_fertiliser_usd_mt_mom_pct,dap_fertiliser_usd_mt_yoy_pct,mop_potash_usd_mt_mom_pct,mop_potash_usd_mt_yoy_pct,dap_to_wheat_ratio,fertiliser_composite_idx
2000-11-30,316.78,89.17,127.73,153.5,112.5,-0.351,17.399,4.869,4.378,0.879,-18.21,-1.539,3.506,0.0,0.0,1.202,133.0
2000-12-31,320.57,97.56,128.09,153.5,112.5,0.282,25.382,9.409,11.906,1.196,-14.439,0.0,4.068,0.0,0.0,1.198,133.0
2001-01-31,304.81,95.15,132.84,154.5,112.5,3.708,25.522,-2.47,1.994,-4.916,-17.572,0.651,4.959,0.0,0.0,1.163,133.5
2001-02-28,303.78,91.97,128.11,159.0,112.5,-3.561,18.697,-3.342,-3.342,-0.338,-15.131,2.913,10.035,0.0,0.0,1.241,135.75
2001-03-31,327.63,90.25,130.2,159.125,112.5,1.631,23.179,-1.87,-5.05,7.851,-9.865,0.079,11.276,0.0,0.0,1.222,135.81
2001-04-30,326.01,87.99,129.67,151.3,112.5,-0.407,23.366,-2.504,-7.574,-0.494,-10.985,-4.918,5.804,0.0,0.0,1.167,131.9
2001-05-31,295.17,84.09,134.86,142.0,112.5,4.002,20.26,-4.432,-12.724,-9.46,-12.664,-6.147,-0.699,0.0,0.0,1.053,127.25
2001-06-30,286.89,83.31,127.23,133.125,112.5,-5.658,12.087,-0.928,-1.21,-2.805,-13.108,-6.25,-6.25,0.0,0.0,1.046,122.81
2001-07-31,421.36,91.73,123.79,135.0,112.5,-2.704,13.59,10.107,21.868,46.872,24.185,1.408,-3.778,0.0,0.0,1.091,123.75
2001-08-31,427.49,93.14,121.92,135.0,112.5,-1.511,12.514,1.537,23.234,1.455,29.968,0.0,-9.167,0.0,0.0,1.107,123.75
2001-09-30,385.09,90.08,122.03,135.0,112.5,0.09,3.864,-3.285,11.998,-9.918,23.233,0.0,-14.286,0.0,0.0,1.106,123.75
2001-10-31,373.03,86.56,123.34,135.9,112.5,1.074,-3.776,-3.908,1.799,-3.132,18.792,0.667,-12.829,0.0,0.0,1.102,124.2
2001-11-30,390.69,89.54,125.27,140.5,112.5,1.565,-1.926,3.443,0.415,4.734,23.332,3.385,-8.469,0.0,0.0,1.122,126.5
2001-12-31,396.87,91.88,122.44,141.66666666667,112.5,-2.259,-4.411,2.613,-5.822,1.582,23.801,0.83,-7.709,0.0,0.0,1.157,127.08
2002-01-31,389.18,91.98,125.31,146.0,112.5,2.344,-5.668,0.109,-3.332,-1.938,27.68,3.059,-5.502,0.0,0.0,1.165,129.25
2002-02-28,364.92,90.82,123.28,150.25,112.5,-1.62,-3.77,-1.261,-1.25,-6.234,20.126,2.911,-5.503,0.0,0.0,1.219,131.38
2002-03-31,359.21,89.61,122.54,149.75,112.5,-0.6,-5.883,-1.332,-0.709,-1.565,9.639,-0.333,-5.892,0.0,0.0,1.222,131.12
2002-04-30,370.86,87.13,123.72,147.8,112.5,0.963,-4.589,-2.768,-0.977,3.243,13.757,-1.302,-2.313,0.0,0.0,1.195,130.15
2002-05-31,399.89,90.27,121.46,143.875,112.5,-1.827,-9.936,3.604,7.349,7.828,35.478,-2.656,1.32,0.0,0.0,1.185,128.19
2002-06-30,456.81,94.09,132.03,149.5,112.5,8.702,3.773,4.232,12.94,14.234,59.228,3.91,12.3,0.0,0.0,1.132,131.0
2002-07-31,489.63,98.69,149.31,160.5,112.5,13.088,20.616,4.889,7.587,7.185,16.202,7.358,18.889,0.0,0.0,1.075,136.5
2002-08-31,502.75,108.93,161.26,162.5,112.5,8.003,32.267,10.376,16.953,2.68,17.605,1.246,20.37,0.0,0.0,1.008,137.5
2002-09-30,505.67,114.14,187.84,160.9,112.5,16.483,53.929,4.783,26.71,0.581,31.312,-0.985,19.185,0.0,0.0,0.857,136.7
2002-10-31,528.57,109.7,190.32,156.25,112.5,1.32,54.305,-3.89,26.733,4.529,41.696,-2.89,14.974,0.0,0.0,0.821,134.38
2002-11-30,582.0,108.93,177.38,151.5,112.5,-6.799,41.598,-0.702,21.655,10.108,48.967,-3.04,7.829,0.0,0.0,0.854,132.0
2002-12-31,591.03,106.96,162.48,147.5,112.5,-8.4,32.702,-1.809,16.413,1.552,48.923,-2.64,4.118,0.0,0.0,0.908,130.0
2003-01-31,540.72,106.1361,149.608,149.75,112.5,-7.922,19.39,-0.77,15.39,-8.512,38.938,1.525,2.568,0.0,0.0,1.001,131.12
2003-02-28,522.43,105.8507,150.8382,155.25,112.5,0.822,22.354,-0.269,16.55,-3.383,43.163,3.673,3.328,0.0,0.0,1.029,133.88
2003-03-31,522.52,105.6047,141.8087,177.2,112.5,-5.986,15.724,-0.232,17.849,0.017,45.464,14.138,18.331,0.0,0.0,1.25,144.85
2003-04-30,540.9,105.457,138.6155,181.5,112.5,-2.252,12.04,-0.14,21.034,3.518,45.85,2.427,22.801,0.0,0.0,1.309,147.0
2003-05-31,549.24,107.4943,141.9618,178.4375,112.5,2.414,16.879,1.932,19.081,1.542,37.348,-1.687,24.023,0.0,0.0,1.257,145.47
2003-06-30,545.85,107.327,131.3528,171.3,112.5,-7.473,-0.513,-0.156,14.068,-0.617,19.492,-4.0,14.582,0.0,0.0,1.304,141.9
2003-07-31,531.41,96.80591,131.6174,176.375,112.5,0.201,-11.85,-9.803,-1.909,-2.645,8.533,2.963,9.891,0.0,0.0,1.34,144.44
2003-08-31,515.69,100.6591,148.7172,175.625,112.5,12.992,-7.778,3.98,-7.593,-2.958,2.574,-0.425,8.077,0.0,0.0,1.181,144.06
2003-09-30,558.02,104.0791,145.623,171.3,112.5,-2.081,-22.475,3.398,-8.815,8.208,10.353,-2.463,6.464,0.0,0.0,1.176,141.9
2003-10-31,608.26,105.3881,147.4558,166.375,112.5,1.259,-22.522,1.258,-3.931,9.003,15.077,-2.875,6.48,0.0,0.0,1.128,139.44
2003-11-30,630.62,108.4834,160.5453,169.375,112.5,8.877,-9.491,2.937,-0.41,3.676,8.354,1.803,11.799,0.0,0.0,1.055,140.94
2003-12-31,637.36,111.1555,165.5735,187.5,112.5,3.132,1.904,2.463,3.922,1.069,7.839,10.701,27.119,0.0,0.0,1.132,150.0
2004-01-31,656.97,115.520475,166.32713871053,204.25,112.5,0.455,11.175,3.927,8.842,3.077,21.499,8.933,36.394,0.0,0.0,1.228,158.38
2004-02-29,682.08,123.541705,161.3914671875,211.5,112.5,-2.967,6.996,6.944,16.713,3.822,30.559,3.55,36.232,0.0,0.0,1.31,162.0
2004-03-31,689.43,127.84758,166.279804218,205.3,112.5,3.029,17.256,3.485,21.062,1.078,31.943,-2.931,15.858,0.0,0.0,1.235,158.9
2004-04-30,672.46,133.496888,166.58442673929,199.375,112.5,0.183,20.177,4.419,26.589,-2.461,24.322,-2.886,9.848,0.0,0.0,1.197,155.94
2004-05-31,627.96,128.216655,163.73438647875,191.1,112.5,-1.711,15.337,-3.955,19.278,-6.617,14.333,-4.15,7.096,0.0,0.0,1.167,151.8
2004-06-30,581.74,123.32026,154.74334165714,190.625,112.5,-5.491,17.807,-3.819,14.901,-7.36,6.575,-0.249,11.281,0.0,0.0,1.232,151.56
2004-07-31,605.08,104.846826,150.60093028929,201.5,112.5,-2.677,14.423,-14.98,8.306,4.012,13.863,5.705,14.245,0.0,0.0,1.338,157.0
2004-08-31,604.65,104.054545,141.29480849743,208.1,125.9,-6.179,-4.991,-0.756,3.373,-0.071,17.251,3.275,18.491,11.911,11.911,1.473,167.0
2004-09-30,601.6,97.868848,151.034855535,208.5,143.5,6.893,3.716,-5.945,-5.967,-0.504,7.81,0.192,21.716,13.979,27.556,1.38,176.0
2004-10-31,583.49,93.79426,150.14600866071,211.75,146.0,-0.589,1.824,-4.163,-11.001,-3.01,-4.072,1.559,27.273,1.742,29.778,1.41,178.88
2004-11-30,561.19,93.74505,156.56866837624,213.8,151.2,4.278,-2.477,-0.052,-13.586,-3.822,-11.01,0.968,26.229,3.562,34.4,1.366,182.5
2004-12-31,552.06,95.388664,153.8743247,211.125,152.5,-1.721,-7.066,1.753,-14.184,-1.627,-13.383,-1.251,12.6,0.86,35.556,1.372,181.81
2005-01-31,519.98,96.25476,153.59313355875,208.6,152.5,-0.183,-7.656,0.908,-16.677,-5.811,-20.852,-1.196,2.13,0.0,35.556,1.358,180.55
2005-02-28,495.73,94.13873,151.1686798489,207.125,152.5,-1.578,-6.334,-2.198,-23.8,-4.664,-27.321,-0.707,-2.069,0.0,35.556,1.37,179.81
2005-03-31,543.69,99.876616,150.985863975,210.625,152.5,-0.121,-9.198,6.095,-21.878,9.675,-21.139,1.69,2.594,0.0,35.556,1.395,181.56
2005-04-30,545.88,96.279365,140.87698047857,214.75,152.5,-6.695,-15.432,-3.602,-27.879,0.403,-18.823,1.958,7.712,0.0,35.556,1.524,183.62
2005-05-31,537.98,95.41819,143.33005787571,217.2,152.5,1.741,-12.462,-0.894,-25.581,-1.447,-14.329,1.141,13.658,0.0,35.556,1.515,184.85
2005-06-30,560.15,97.101172,141.93077620909,224.25,152.5,-0.976,-8.28,1.764,-21.261,4.121,-3.711,3.246,17.639,0.0,35.556,1.58,188.38
2005-07-31,561.26,107.52385,143.869839885,228.25,152.5,1.366,-4.469,10.734,2.553,0.198,-7.242,1.784,13.275,0.0,35.556,1.587,190.38
2005-08-31,550.08,101.66786,149.35902467283,231.5,152.5,3.815,5.707,-5.446,-2.294,-1.992,-9.025,1.424,11.245,0.0,21.128,1.55,192.0
2005-09-30,545.16,96.35318,159.70865813438,240.75,152.5,6.929,5.743,-5.227,-1.549,-0.894,-9.382,3.996,15.468,0.0,6.272,1.507,196.62
2005-10-31,578.62,101.938515,167.826712725,246.375,152.5,5.083,11.776,5.797,8.683,6.138,-0.835,2.336,16.352,0.0,4.452,1.468,199.44
2005-11-30,558.93,95.36898,161.11635164432,246.125,167.5,-3.998,2.905,-6.445,1.732,-3.403,-0.403,-0.101,15.119,9.836,10.78,1.528,206.81
2005-12-31,537.66,102.140276,164.44104598929,245.875,167.5,2.064,6.867,7.1,7.078,-3.805,-2.608,-0.102,16.459,0.0,9.836,1.495,206.69
2006-01-31,535.83,102.65206,167.16073370625,244.3,167.5,1.654,8.833,0.501,6.646,-0.34,3.048,-0.641,17.114,0.0,9.836,1.461,205.9
2006-02-28,533.27,107.13017,179.84092587632,238.125,167.5,7.586,18.967,4.362,13.8,-0.478,7.573,-2.528,14.967,0.0,9.836,1.324,202.81
2006-03-31,540.6,105.250348,174.43598036625,233.625,167.5,-3.005,15.531,-1.755,5.38,1.375,-0.568,-1.89,10.92,0.0,9.836,1.339,200.56
2006-04-30,540.44,107.72069,180.34605464495,231.75,167.5,3.388,28.017,2.347,11.883,-0.03,-0.997,-0.803,7.916,0.0,9.836,1.285,199.62
2006-05-31,588.29,110.648685,193.16672228571,232.9,167.5,7.109,34.771,2.718,15.962,8.854,9.352,0.496,7.228,0.0,9.836,1.206,200.2
2006-06-30,600.55,109.403672,195.164003205,232.375,167.5,1.034,37.506,-1.125,12.67,2.084,7.212,-0.225,3.623,0.0,9.836,1.191,199.94
2006-07-31,630.01,113.99108,202.42861353947,230.3,172.5,3.722,40.703,4.193,6.015,4.906,12.249,-0.893,0.898,2.985,13.115,1.138,201.4
2006-08-31,632.18,116.588332,189.91466889546,228.25,192.5,-6.182,27.153,2.278,14.676,0.344,14.925,-0.89,-1.404,11.594,26.23,1.202,210.38
2006-09-30,602.35,121.74554,195.9815498625,225.125,192.5,3.195,22.712,4.423,26.353,-4.719,10.49,-1.369,-6.49,0.0,26.23,1.149,208.81
2006-10-31,614.71,142.16769,212.09408658214,218.5,192.5,8.221,26.377,16.774,39.464,2.052,6.237,-2.943,-11.314,0.0,26.23,1.03,205.5
2006-11-30,675.67,164.538556,209.68065367105,219.375,192.5,-1.138,30.142,15.736,72.528,9.917,20.886,0.4,-10.868,0.0,14.925,1.046,205.94
2006-12-31,698.12,160.37539,204.30628759688,223.83333333333,192.5,-2.563,24.243,-2.53,57.015,3.323,29.844,2.032,-8.965,0.0,14.925,1.096,208.17
2007-01-31,697.33,164.774764,196.06615699737,249.2,192.5,-4.033,17.292,2.743,60.518,-0.113,30.14,11.333,2.006,0.0,14.925,1.271,220.85
2007-02-28,715.04,177.3489032,199.98225866842,317.625,192.5,1.997,11.2,7.631,65.545,2.54,34.086,27.458,33.386,0.0,14.925,1.588,255.06
2007-03-31,719.03,170.5067448,199.09820044286,387.0,192.5,-0.442,14.138,-3.858,62.001,0.558,33.006,21.842,65.65,0.0,14.925,1.944,289.75
2007-04-30,753.7,152.74784,198.3077916102,404.6,192.5,-0.397,9.96,-10.415,41.8,4.822,39.46,4.548,74.585,0.0,14.925,2.04,298.55
2007-05-31,788.7,160.22776,195.7212822,392.0,192.5,-1.304,1.322,4.897,44.808,4.644,34.067,-3.114,68.313,0.0,14.925,2.003,292.25
2007-06-30,835.55,165.24718,223.0391801875,387.875,192.5,13.958,14.283,3.133,51.044,5.94,39.131,-1.052,66.918,0.0,14.925,1.739,290.19
2007-07-31,887.12,146.84264,238.40670983625,398.5,192.5,6.89,17.773,-11.138,28.819,6.172,40.81,2.739,73.035,0.0,11.594,1.672,295.5
2007-08-31,921.79,151.17312,259.72730786209,401.625,192.5,8.943,36.76,2.949,29.664,3.908,45.811,0.784,75.958,0.0,0.0,1.546,297.06
2007-09-30,977.48,159.4404,326.54486304474,399.625,197.5,25.726,66.62,5.469,30.962,6.042,62.278,-0.498,77.512,2.597,2.597,1.224,298.56
2007-10-31,1007.69,164.16456,335.14620304891,406.0,202.5,2.634,58.018,2.963,15.472,3.091,63.929,1.595,85.812,2.532,5.195,1.211,304.25
2007-11-30,1141.52,171.2508,321.81330975,447.0,202.5,-3.978,53.478,4.317,4.079,13.281,68.946,10.099,103.761,0.0,5.195,1.389,324.75
2007-12-31,1187.73,180.2542616,368.62006231324,512.5,202.5,14.545,80.425,5.257,12.395,4.048,70.133,14.653,128.965,0.0,5.195,1.39,357.5
2008-01-31,1280.2,206.662316,370.6609570425,593.875,230.625,0.554,89.049,14.65,25.421,7.785,83.586,15.878,138.313,13.889,19.805,1.602,412.25
2008-02-29,1414.17,220.06712,424.995659055,692.5,240.0,14.659,112.517,6.486,24.087,10.465,97.775,16.607,118.024,4.065,24.675,1.629,466.25
2008-03-31,1488.74,234.357704,439.71609184875,862.2,240.0,3.464,120.854,6.494,37.448,5.273,107.048,24.505,122.791,0.0,24.675,1.961,551.1
2008-04-30,1422.23,246.44368,362.22924711171,953.5,393.0,-17.622,82.66,5.157,61.34,-4.468,88.7,10.589,135.665,63.75,104.156,2.632,673.25
2008-05-31,1437.87,243.4556488,328.76171271686,997.5,546.0,-9.239,67.974,-1.212,51.943,1.1,82.309,4.615,154.464,38.931,183.636,3.034,771.75
2008-06-30,1535.16,287.110824,348.55307816786,1004.1,546.0,6.02,56.274,17.931,73.746,6.766,83.73,0.662,158.872,0.0,183.636,2.881,775.05
2008-07-31,1506.98,265.34032,328.18360435568,1075.75,546.0,-5.844,37.657,-7.583,80.697,-1.836,69.873,7.136,169.95,0.0,183.636,3.278,810.88
2008-08-31,1329.64,235.02696,329.34415053553,1065.0,546.0,0.354,26.804,-11.424,55.469,-11.768,44.245,-0.999,165.173,0.0,183.636,3.234,805.5
2008-09-30,1201.02,233.84592,295.55033419286,980.0,546.0,-10.261,-9.492,-0.503,46.667,-9.673,22.869,-7.981,145.23,0.0,176.456,3.316,763.0
2008-10-31,942.53,183.0612,237.38407758587,910.0,546.0,-19.681,-29.17,-21.717,11.511,-21.523,-6.466,-7.143,124.138,0.0,169.63,3.833,728.0
2008-11-30,825.64,163.77088,226.8462326625,710.0,546.0,-4.439,-29.51,-10.538,-4.368,-12.402,-27.672,-21.978,58.837,0.0,169.63,3.13,628.0
2008-12-31,745.55,158.25936,220.1354096,495.0,546.0,-2.958,-40.281,-3.365,-12.202,-9.7,-37.229,-30.282,-3.415,0.0,169.63,2.249,520.5
2009-01-31,789.89,172.82552,239.11426721842,308.875,546.0,8.621,-35.49,9.204,-16.373,5.947,-38.299,-37.601,-47.99,0.0,136.748,1.292,427.44
2009-02-28,747.64,163.3772,224.68754205,313.75,580.125,-6.033,-47.132,-5.467,-25.76,-5.349,-47.132,1.578,-54.693,6.25,141.719,1.396,446.94
2009-03-31,730.71,164.55824,230.981732721,317.8,682.5,2.801,-47.47,0.723,-29.783,-2.264,-50.918,1.291,-63.141,17.647,184.375,1.376,500.15
2009-04-30,809.08,168.49504,233.47312851686,300.625,682.5,1.079,-35.545,2.392,-31.629,10.725,-43.112,-5.404,-68.471,0.0,73.664,1.288,491.56
2009-05-31,889.62,179.91176,261.48173459625,267.875,682.5,11.997,-20.465,6.776,-26.101,9.955,-38.129,-10.894,-73.145,0.0,25.0,1.024,475.19
2009-06-30,892.92,179.51808,256.6449314908,256.1,682.5,-1.85,-26.368,-0.219,-37.474,0.371,-41.835,-4.396,-74.495,0.0,25.0,0.998,469.3
2009-07-31,846.3,151.5668,224.85038331477,263.25,615.625,-12.389,-31.486,-15.57,-42.878,-5.221,-43.841,2.792,-75.529,-9.799,12.752,1.171,439.44
2009-08-31,903.15,151.96048,210.37290809743,276.4,530.0,-6.439,-36.124,0.26,-35.343,6.717,-32.076,4.995,-74.047,-13.909,-2.93,1.314,403.2
2009-09-30,858.18,150.38576,191.09332947857,280.625,425.0,-9.164,-35.343,-1.036,-35.69,-4.979,-28.546,1.529,-71.365,-19.811,-22.161,1.469,352.81
2009-10-31,897.0,167.314,198.84886839643,271.625,425.0,4.059,-16.233,11.257,-8.602,4.524,-4.831,-3.207,-70.151,0.0,-22.161,1.366,348.31
2009-11-30,932.38,171.64448,211.03834934118,273.2,425.0,6.13,-6.969,2.588,4.808,3.944,12.928,0.58,-61.521,0.0,-22.161,1.295,349.1
2009-12-31,939.91,164.55824,206.2514056275,331.5,425.0,-2.268,-6.307,-4.128,3.98,0.808,26.069,21.34,-33.03,0.0,-22.161,1.607,378.25
2010-01-31,920.55,167.314,201.19093202368,383.0,389.375,-2.454,-15.86,1.675,-3.189,-2.06,16.542,15.535,23.998,-8.382,-28.686,1.904,386.19
2010-02-28,909.19,161.80248,194.0,413.625,374.375,-3.574,-13.658,-3.294,-0.964,-1.234,21.608,7.996,31.833,-3.852,-35.466,2.132,394.0
2010-03-31,911.07,159.04672,191.07507175435,424.5,340.0,-1.508,-17.277,-1.703,-3.349,0.207,24.683,2.629,33.575,-9.182,-50.183,2.222,382.25
2010-04-30,902.83,157.07832,192.87,417.5,340.0,0.939,-17.391,-1.238,-6.776,-0.904,11.587,-1.649,38.877,0.0,-50.183,2.165,378.75
2010-05-31,859.49,163.3772,181.605588975,410.0,334.5,-5.84,-30.548,4.01,-9.19,-4.8,-3.387,-1.796,53.056,-1.618,-50.989,2.258,372.25
2010-06-30,860.28,152.74784,157.67209847046,392.5,312.5,-13.179,-38.564,-6.506,-14.912,0.092,-3.655,-4.268,53.26,-6.577,-54.212,2.489,352.5
2010-07-31,910.82,163.75682,195.81769059129,418.125,312.5,24.193,-12.912,7.207,8.043,5.875,7.624,6.529,58.832,0.0,-49.239,2.135,365.31
2010-08-31,997.62,175.58128,246.24722445586,459.9,312.5,25.753,17.053,7.221,15.544,9.53,10.46,9.991,66.389,0.0,-41.038,1.868,386.2
2010-09-30,1035.26,205.89464,271.67359754743,506.0,312.5,10.326,42.168,17.265,36.911,3.773,20.634,10.024,80.312,0.0,-26.471,1.863,409.25
2010-10-31,1146.75,235.81432,270.23219586429,557.25,312.5,-0.531,35.898,14.532,40.941,10.769,27.843,10.128,105.154,0.0,-26.471,2.062,434.88
2010-11-30,1231.69,238.1764,274.08076079559,554.1,322.5,1.424,29.872,1.002,38.761,7.407,32.102,-0.565,102.818,3.2,-24.118,2.022,438.3
2010-12-31,1324.72,250.38048,306.5201043804,540.625,322.5,11.836,48.615,5.124,52.153,7.553,40.941,-2.432,63.084,0.0,-24.118,1.764,431.56
2011-01-31,1365.73,264.94664,326.55656760729,547.4,322.5,6.537,62.312,5.818,58.353,3.096,48.36,1.253,42.924,0.0,-17.175,1.676,434.95
2011-02-28,1359.86,292.89792,348.1203485495,413.625,374.375,6.603,79.443,10.55,81.022,-0.43,49.568,-24.438,0.0,16.085,0.0,1.188,394.0
2011-03-31,1306.53,290.53584,316.74657066378,424.5,340.0,-9.012,65.771,-0.806,82.673,-3.922,43.406,2.629,0.0,-9.182,0.0,1.34,382.25
2011-04-30,1310.45,319.27448,336.12429558105,417.5,340.0,6.118,74.275,9.892,103.258,0.3,45.149,-1.649,0.0,0.0,0.0,1.242,378.75
2011-05-31,1296.03,307.85776,355.27788556364,410.0,334.5,5.698,95.632,-3.576,88.434,-1.1,50.791,-1.796,0.0,-1.618,0.0,1.154,372.25
2011-06-30,1319.38,310.61352,326.42992919659,575.875,355.0,-8.12,107.031,0.895,103.351,1.802,53.366,40.457,46.72,6.129,13.6,1.764,465.44
2011-07-31,1337.36,300.77152,303.88392977625,597.625,442.5,-6.907,55.187,-3.169,83.67,1.363,46.83,3.777,42.93,24.648,41.6,1.967,520.06
2011-08-31,1328.39,310.21984,327.06658952609,597.4,442.5,7.629,32.82,3.141,76.682,-0.671,33.156,-0.038,29.898,0.0,41.6,1.827,519.95
2011-09-30,1307.85,295.26,315.91622907614,587.875,442.5,-3.409,16.285,-4.822,43.403,-1.546,26.331,-1.594,16.181,0.0,41.6,1.861,515.19
2011-10-31,1223.1,274.78864,289.01083578214,571.4,435.0,-8.517,6.949,-6.933,16.528,-6.48,6.658,-2.802,2.539,-1.695,39.2,1.977,503.2
2011-11-30,1213.96,274.39496,281.0064022425,563.5,435.0,-2.77,2.527,-0.143,15.207,-0.747,-1.439,-1.383,1.696,0.0,34.884,2.005,499.25
2011-12-31,1203.28,258.64776,269.0300071375,488.75,450.0,-4.262,-12.231,-5.739,3.302,-0.88,-9.167,-13.265,-9.595,3.448,39.535,1.817,469.38
2012-01-31,1216.28,272.844845,274.89317414625,451.4,495.0,2.179,-15.821,5.489,2.981,1.08,-10.943,-7.642,-17.537,10.0,53.488,1.642,473.2
2012-02-29,1249.12,279.458669,277.7729592825,435.5,495.0,1.048,-20.208,2.424,-4.588,2.7,-8.143,-3.522,5.289,0.0,32.22,1.568,465.25
2012-03-31,1285.38,280.69384,283.87825408636,442.875,495.0,2.198,-10.377,0.442,-3.388,2.903,-1.619,1.693,4.329,0.0,45.588,1.56,468.94
2012-04-30,1308.89,274.00128,266.32392179211,478.0,477.5,-6.184,-20.766,-2.384,-14.18,1.829,-0.119,7.931,14.491,-3.535,40.441,1.795,477.75
2012-05-31,1220.55,269.27712,264.35872401848,490.5,477.5,-0.738,-25.591,-1.724,-12.532,-6.749,-5.824,2.615,19.634,0.0,42.75,1.855,484.0
2012-06-30,1181.93,267.30872,276.1899195,501.625,477.5,4.475,-15.391,-0.731,-13.942,-3.164,-10.418,2.268,-12.893,0.0,34.507,1.816,489.56
2012-07-31,1239.49,333.05328,345.68794675714,436.875,279.5,25.163,13.757,24.595,10.733,4.87,-7.318,-12.908,-26.898,-41.466,-36.836,1.264,358.19
2012-08-31,1250.27,331.99205565217,349.40035068261,504.5,477.5,1.074,6.829,-0.319,7.018,0.87,-5.881,15.479,-15.551,70.841,7.91,1.444,491.0
2012-09-30,1280.95,320.8492,353.42092377237,527.375,477.5,1.151,11.872,-3.356,8.667,2.454,-2.057,4.534,-10.291,0.0,7.91,1.492,502.44
2012-10-31,1177.95,321.24288,358.195666995,533.5,477.5,1.351,23.938,0.123,16.905,-8.041,-3.691,1.161,-6.633,0.0,9.77,1.489,505.5
2012-11-30,1137.78,321.63656,360.8228394,487.875,477.5,0.733,28.404,0.123,17.217,-3.41,-6.275,-8.552,-13.421,0.0,9.77,1.352,482.69
2012-12-31,1158.64,308.64512,347.9625549,472.83333333333,477.5,-3.564,29.34,-4.039,19.33,1.833,-3.71,-3.083,-3.257,0.0,6.111,1.359,475.17
2013-01-31,1192.35,303.1336,335.4697071,462.25,395.0,-3.59,22.036,-1.786,11.101,2.909,-1.967,-2.238,2.404,-17.277,-20.202,1.378,428.62
2013-02-28,1173.48,302.73992,318.9350556,464.5,395.0,-4.929,14.819,-0.13,8.331,-1.583,-6.055,0.487,6.659,0.0,-20.202,1.456,429.75
2013-03-31,1117.43,309.0388,309.7491381,467.625,395.0,-2.88,9.113,2.081,10.098,-4.776,-13.066,0.673,5.588,0.0,-20.202,1.51,431.31
2013-04-30,1094.52,279.90648,308.2793913,461.125,395.0,-0.474,15.754,-9.427,2.155,-2.05,-16.378,-1.39,-3.53,0.0,-17.277,1.496,428.06
2013-05-31,1073.2,295.5375444,319.669929,421.25,395.0,3.695,20.923,5.584,9.752,-1.948,-12.072,-8.647,-14.118,0.0,-17.277,1.318,408.12
2013-06-30,1037.75,298.40944,313.4235051,424.125,395.0,-1.954,13.481,0.972,11.635,-3.303,-12.199,0.682,-15.45,0.0,-17.277,1.353,409.56
2013-07-31,990.31,279.5128,304.6050243,409.625,395.0,-2.814,-11.884,-6.332,-16.076,-4.571,-20.103,-3.419,-6.237,0.0,41.324,1.345,402.31
2013-08-31,994.65,238.73560454546,305.3398977,400.375,395.0,0.241,-12.61,-14.589,-28.09,0.438,-20.445,-2.258,-20.639,0.0,-17.277,1.311,397.69
2013-09-30,1019.72,207.405387,307.50777423,374.8,395.0,0.71,-12.991,-13.123,-35.357,2.52,-20.393,-6.388,-28.931,0.0,-17.277,1.219,384.9
2013-10-31,990.96,201.72521090909,325.6867049625,370.0,395.0,5.912,-9.076,-2.739,-37.205,-2.82,-15.874,-1.281,-30.647,0.0,-17.277,1.136,382.5
2013-11-30,989.83,199.13474,306.75162817895,334.375,395.0,-5.814,-14.986,-1.284,-38.087,-0.114,-13.003,-9.628,-31.463,0.0,-17.277,1.09,364.69
2013-12-31,990.52,197.391152,291.55664720357,341.625,395.0,-4.954,-16.21,-0.876,-36.046,0.07,-14.51,2.168,-27.749,0.0,-17.277,1.172,368.31
2014-01-31,942.1,198.0643448,275.577525,403.375,395.0,-5.481,-17.853,0.341,-34.661,-4.888,-20.988,18.075,-12.737,0.0,0.0,1.464,399.19
2014-02-28,970.96,209.3235928,292.1121765,450.125,307.625,6.0,-8.41,5.685,-30.857,3.063,-17.258,11.59,-3.095,-22.12,-22.12,1.541,378.88
2014-03-31,996.67,222.33078,323.7117327,486.5,278.5,10.818,4.508,6.214,-28.057,2.648,-10.807,8.081,4.036,-9.468,-29.494,1.503,382.5
2014-04-30,1001.69,222.3583376,324.8140428,409.0,299.0,0.341,5.364,0.012,-20.56,0.504,-8.481,-15.93,-11.304,7.361,-24.304,1.259,354.0
2014-05-31,961.81,217.2956128,334.7348337,413.5625,300.875,3.054,4.713,-2.277,-26.474,-3.981,-10.379,1.116,-1.825,0.627,-23.829,1.235,357.22
2014-06-30,925.82,202.3948248,306.4422078,421.375,301.5,-8.452,-2.227,-6.857,-32.175,-3.742,-10.786,1.889,-0.648,0.208,-23.671,1.375,361.44
2014-07-31,897.43,182.726572,280.3542021,440.625,279.5,-8.513,-7.961,-9.718,-34.627,-3.066,-9.379,4.568,7.568,-7.297,-29.241,1.572,360.06
2014-08-31,861.77,176.4237552,263.4521139,446.5,279.5,-6.029,-13.718,-3.449,-26.101,-3.974,-13.359,1.333,11.52,0.0,-29.241,1.695,363.0
2014-09-30,839.82,163.0583192,243.6105321,438.1,279.5,-7.531,-20.779,-7.576,-21.382,-2.547,-17.642,-1.881,16.889,0.0,-29.241,1.798,358.8
