date,soybean_oil_usd_mt,maize_usd_mt,wheat_usd_mt,dap_fertiliser_usd_mt,mop_potash_usd_mt,wheat_usd_mt_mom_pct,wheat_usd_mt_yoy_pct,maize_usd_mt_mom_pct,maize_usd_mt_yoy_pct,soybean_oil_usd_mt_mom_pct,soybean_oil_usd_mt_yoy_pct,dap_fertiliser_usd_mt_mom_pct,dap_fertiliser_usd_mt_yoy_pct,mop_potash_usd_mt_mom_pct,mop_potash_usd_mt_yoy_pct,dap_to_wheat_ratio,fertiliser_composite_idx,undernourishment_pct,food_production_index,cereal_yield_kg_ha,arable_land_pct,undernourishment_pct_yoy_chg,food_production_index_yoy_chg,cereal_yield_kg_ha_yoy_chg,ffpi_overall,ffpi_cereals,ffpi_overall_mom_pct,ffpi_cereals_yoy_pct,ffpi_above_baseline,ffpi_crisis_flag,dap_to_wheat_elevated,ffpi_volatility_12m,cereals_affordability_idx,supply_stress_flag,food_shock_score,month,year,ffpi_overall_L1,ffpi_cereals_L1,wheat_usd_mt_L1,maize_usd_mt_L1,soybean_oil_usd_mt_L1,dap_fertiliser_usd_mt_L1,mop_potash_usd_mt_L1,fertiliser_composite_idx_L1,dap_to_wheat_ratio_L1,cereals_affordability_idx_L1,ffpi_volatility_12m_L1,undernourishment_pct_L1,food_production_index_L1,cereal_yield_kg_ha_L1,ffpi_overall_L2,ffpi_cereals_L2,wheat_usd_mt_L2,maize_usd_mt_L2,soybean_oil_usd_mt_L2,dap_fertiliser_usd_mt_L2,mop_potash_usd_mt_L2,fertiliser_composite_idx_L2,dap_to_wheat_ratio_L2,cereals_affordability_idx_L2,ffpi_volatility_12m_L2,undernourishment_pct_L2,food_production_index_L2,cereal_yield_kg_ha_L2,ffpi_overall_L3,ffpi_cereals_L3,wheat_usd_mt_L3,maize_usd_mt_L3,soybean_oil_usd_mt_L3,dap_fertiliser_usd_mt_L3,mop_potash_usd_mt_L3,fertiliser_composite_idx_L3,dap_to_wheat_ratio_L3,cereals_affordability_idx_L3,ffpi_volatility_12m_L3,undernourishment_pct_L3,food_production_index_L3,cereal_yield_kg_ha_L3,ffpi_overall_L4,ffpi_cereals_L4,wheat_usd_mt_L4,maize_usd_mt_L4,soybean_oil_usd_mt_L4,dap_fertiliser_usd_mt_L4,mop_potash_usd_mt_L4,fertiliser_composite_idx_L4,dap_to_wheat_ratio_L4,cereals_affordability_idx_L4,ffpi_volatility_12m_L4,undernourishment_pct_L4,food_production_index_L4,cereal_yield_kg_ha_L4,ffpi_overall_L5,ffpi_cereals_L5,wheat_usd_mt_L5,maize_usd_mt_L5,soybean_oil_usd_mt_L5,dap_fertiliser_usd_mt_L5,mop_potash_usd_mt_L5,fertiliser_composite_idx_L5,dap_to_wheat_ratio_L5,cereals_affordability_idx_L5,ffpi_volatility_12m_L5,undernourishment_pct_L5,food_production_index_L5,cereal_yield_kg_ha_L5,ffpi_overall_L6,ffpi_cereals_L6,wheat_usd_mt_L6,maize_usd_mt_L6,soybean_oil_usd_mt_L6,dap_fertiliser_usd_mt_L6,mop_potash_usd_mt_L6,fertiliser_composite_idx_L6,dap_to_wheat_ratio_L6,cereals_affordability_idx_L6,ffpi_volatility_12m_L6,undernourishment_pct_L6,food_production_index_L6,cereal_yield_kg_ha_L6,ffpi_overall_roll_mean_3m,ffpi_overall_roll_std_3m,ffpi_cereals_roll_mean_3m,ffpi_cereals_roll_std_3m,wheat_usd_mt_roll_mean_3m,wheat_usd_mt_roll_std_3m,maize_usd_mt_roll_mean_3m,maize_usd_mt_roll_std_3m,dap_fertiliser_usd_mt_roll_mean_3m,dap_fertiliser_usd_mt_roll_std_3m,fertiliser_composite_idx_roll_mean_3m,fertiliser_composite_idx_roll_std_3m,cereals_affordability_idx_roll_mean_3m,cereals_affordability_idx_roll_std_3m,dap_to_wheat_ratio_roll_mean_3m,dap_to_wheat_ratio_roll_std_3m,ffpi_overall_roll_mean_6m,ffpi_overall_roll_std_6m,ffpi_cereals_roll_mean_6m,ffpi_cereals_roll_std_6m,wheat_usd_mt_roll_mean_6m,wheat_usd_mt_roll_std_6m,maize_usd_mt_roll_mean_6m,maize_usd_mt_roll_std_6m,dap_fertiliser_usd_mt_roll_mean_6m,dap_fertiliser_usd_mt_roll_std_6m,fertiliser_composite_idx_roll_mean_6m,fertiliser_composite_idx_roll_std_6m,cereals_affordability_idx_roll_mean_6m,cereals_affordability_idx_roll_std_6m,dap_to_wheat_ratio_roll_mean_6m,dap_to_wheat_ratio_roll_std_6m,ffpi_overall_roll_mean_12m,ffpi_overall_roll_std_12m,ffpi_cereals_roll_mean_12m,ffpi_cereals_roll_std_12m,wheat_usd_mt_roll_mean_12m,wheat_usd_mt_roll_std_12m,maize_usd_mt_roll_mean_12m,maize_usd_mt_roll_std_12m,dap_fertiliser_usd_mt_roll_mean_12m,dap_fertiliser_usd_mt_roll_std_12m,fertiliser_composite_idx_roll_mean_12m,fertiliser_composite_idx_roll_std_12m,cereals_affordability_idx_roll_mean_12m,cereals_affordability_idx_roll_std_12m,dap_to_wheat_ratio_roll_mean_12m,dap_to_wheat_ratio_roll_std_12m,ffpi_overall_mom,ffpi_overall_yoy,ffpi_cereals_mom,ffpi_cereals_yoy,wheat_usd_mt_mom,wheat_usd_mt_yoy,dap_fertiliser_usd_mt_mom,dap_fertiliser_usd_mt_yoy,fertiliser_composite_idx_mom,fertiliser_composite_idx_yoy,fert_x_cereals,ffpi_x_hunger,ffpi_regime,ffpi_regime_code,target_ffpi_chg_1m,target_ffpi_chg_12m,target_ffpi_up_12m,target_cereals_chg_1m,target_shock_next_month,World_GDP,USA_GDP,USA_CPI
2005-02-28,495.73,94.13873,151.1686798489,207.125,152.5,-1.578,-6.334,-2.198,-23.8,-4.664,-27.321,-0.707,-2.069,0.0,35.556,1.37,179.81,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,61.1,61.63,-2.8,-14.899,0,0,0,2.374,162.26,0,0,2,2005,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,64.03,62.6,153.8743247,95.388664,552.06,211.125,152.5,181.81,1.372,159.74,2.833,12.4,97.475746974402,3372.54702636637,64.5,62.76,156.56866837624,93.74505,561.19,213.8,151.2,182.5,1.366,159.34,2.977,12.8,98.5989315593243,3085.23241266853,64.43,61.3,150.14600866071,93.79426,583.49,211.75,146.0,178.88,1.41,163.13,3.433,12.8,98.5989315593243,3085.23241266853,66.07,62.67,151.034855535,97.868848,601.6,208.5,143.5,176.0,1.38,159.57,3.562,12.8,98.5989315593243,3085.23241266853,65.9,62.22,141.29480849743,104.054545,604.65,208.1,125.9,167.0,1.473,160.72,3.652,12.8,98.5989315593243,3085.23241266853,62.6633,1.4749,62.34,0.6222,152.8787,1.4876,95.2607,1.0638,208.95,2.0228,180.7233,1.0112,160.42,1.6115,1.3667,0.0076,63.8317,1.6888,62.2917,0.6522,152.7309,2.3991,95.1984,1.6426,210.15,2.4943,179.925,2.3275,160.55,1.6926,1.376,0.0182,68.15,5.8328,66.4117,5.8615,154.9686,7.4139,107.7478,15.693,204.7417,7.6449,168.4792,12.651,151.5933,12.5779,1.3248,0.0941,-1.76,-14.72,-1.16,-10.79,-2.4245,-10.2228,-1.475,-4.375,-0.74,17.81,1.1082,0.7576,deflation,0,4.9264,13.7152,1.0,1.61,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-03-31,543.69,99.876616,150.985863975,210.625,152.5,-0.121,-9.198,6.095,-21.878,9.675,-21.139,1.69,2.594,0.0,35.556,1.395,181.56,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,64.11,63.24,4.926,-15.432,0,0,0,2.833,158.13,0,0,3,2005,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,64.03,62.6,153.8743247,95.388664,552.06,211.125,152.5,181.81,1.372,159.74,2.833,12.4,97.475746974402,3372.54702636637,64.5,62.76,156.56866837624,93.74505,561.19,213.8,151.2,182.5,1.366,159.34,2.977,12.8,98.5989315593243,3085.23241266853,64.43,61.3,150.14600866071,93.79426,583.49,211.75,146.0,178.88,1.41,163.13,3.433,12.8,98.5989315593243,3085.23241266853,66.07,62.67,151.034855535,97.868848,601.6,208.5,143.5,176.0,1.38,159.57,3.562,12.8,98.5989315593243,3085.23241266853,62.69,1.5122,62.5533,0.8307,151.9159,1.4554,96.7567,2.9017,208.7833,1.7572,180.64,0.8785,159.8833,2.1344,1.3743,0.0189,63.505,1.3181,62.3867,0.7522,152.7228,2.4061,95.533,2.3483,210.5042,2.3605,180.8517,1.3565,160.31,1.943,1.3785,0.0198,67.0183,5.0828,65.45,5.2818,153.6941,6.5578,105.4168,14.4654,205.1854,7.8325,170.3675,12.7817,153.6267,11.3388,1.3382,0.0915,3.01,-13.58,1.61,-11.54,-0.1828,-15.2939,3.5,5.325,1.75,22.66,1.1482,0.795,deflation,0,-3.338,6.988,1.0,-3.35,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-04-30,545.88,96.279365,140.87698047857,214.75,152.5,-6.695,-15.432,-3.602,-27.879,0.403,-18.823,1.958,7.712,0.0,35.556,1.524,183.62,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,61.97,59.89,-3.338,-21.682,0,0,0,2.792,166.97,0,0,4,2005,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,64.03,62.6,153.8743247,95.388664,552.06,211.125,152.5,181.81,1.372,159.74,2.833,12.4,97.475746974402,3372.54702636637,64.5,62.76,156.56866837624,93.74505,561.19,213.8,151.2,182.5,1.366,159.34,2.977,12.8,98.5989315593243,3085.23241266853,64.43,61.3,150.14600866071,93.79426,583.49,211.75,146.0,178.88,1.41,163.13,3.433,12.8,98.5989315593243,3085.23241266853,62.3933,1.549,61.5867,1.6754,147.6772,5.8899,96.7649,2.8996,210.8333,3.8168,181.6633,1.9071,162.4533,4.4232,1.4297,0.0826,63.095,1.3549,62.1517,1.2288,151.1779,5.4463,95.9472,2.1944,211.0042,2.9269,181.6417,1.3588,160.95,3.2503,1.3975,0.0632,65.6717,3.8664,64.0683,4.1934,151.5518,6.1504,102.3154,11.6044,206.4667,8.0501,172.6742,12.4343,156.6433,9.3452,1.3654,0.0943,-2.14,-16.16,-3.35,-16.58,-10.1089,-25.7074,4.125,15.375,2.06,27.68,1.0997,0.7684,deflation,0,-0.1775,12.8933,1.0,0.31,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-05-31,537.98,95.41819,143.33005787571,217.2,152.5,1.741,-12.462,-0.894,-25.581,-1.447,-14.329,1.141,13.658,0.0,35.556,1.515,184.85,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,61.86,60.2,-0.178,-18.977,0,0,0,2.733,166.11,0,0,5,2005,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,64.03,62.6,153.8743247,95.388664,552.06,211.125,152.5,181.81,1.372,159.74,2.833,12.4,97.475746974402,3372.54702636637,64.5,62.76,156.56866837624,93.74505,561.19,213.8,151.2,182.5,1.366,159.34,2.977,12.8,98.5989315593243,3085.23241266853,62.6467,1.2685,61.11,1.8511,145.0643,5.2729,97.1914,2.365,214.1917,3.3229,183.3433,1.6624,163.7367,4.8745,1.478,0.072,62.655,1.2304,61.725,1.4069,148.9715,5.5069,96.2261,1.9515,211.5708,3.781,182.0333,1.8904,162.0783,3.7206,1.4223,0.0763,64.5858,2.6941,62.8933,2.8146,149.8515,5.2275,99.5822,8.3576,208.6417,6.9749,175.4283,10.9636,159.27,6.6136,1.3944,0.0802,-0.11,-13.03,0.31,-14.1,2.4531,-20.4043,2.45,26.1,1.23,33.05,1.1128,0.7671,deflation,0,1.6166,20.2877,1.0,0.17,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-06-30,560.15,97.101172,141.93077620909,224.25,152.5,-0.976,-8.28,1.764,-21.261,4.121,-3.711,3.246,17.639,0.0,35.556,1.58,188.38,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,62.86,60.37,1.617,-14.78,0,0,0,2.55,165.65,0,0,6,2005,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,64.03,62.6,153.8743247,95.388664,552.06,211.125,152.5,181.81,1.372,159.74,2.833,12.4,97.475746974402,3372.54702636637,62.23,0.5484,60.1533,0.2434,142.0459,1.2306,96.2662,0.8416,218.7333,4.9321,185.6167,2.4709,166.2433,0.67,1.5397,0.0352,62.46,1.0481,61.3533,1.424,146.9809,5.5388,96.5115,1.9296,213.7583,6.377,183.1283,3.1908,163.0633,3.7599,1.457,0.094,63.9317,1.9111,62.0208,1.389,148.7838,5.4416,97.3973,3.7382,211.4438,5.7203,178.4967,8.5668,161.3108,3.6168,1.4234,0.079,1.0,-7.85,0.17,-10.47,-1.3993,-12.8126,7.05,33.625,3.53,36.82,1.1373,0.7795,deflation,0,3.7226,19.265,1.0,3.44,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-07-31,561.26,107.52385,143.869839885,228.25,152.5,1.366,-4.469,10.734,2.553,0.198,-7.242,1.784,13.275,0.0,35.556,1.587,190.38,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,65.2,63.81,3.723,-1.192,0,0,0,2.605,156.72,0,0,7,2005,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,62.86,62.79,153.59313355875,96.25476,519.98,208.6,152.5,180.55,1.358,159.26,2.631,12.4,97.475746974402,3372.54702636637,63.3067,1.7142,61.46,2.0369,143.0436,1.0008,100.0144,6.5576,223.2333,5.5947,187.87,2.8001,162.8267,5.2935,1.5607,0.0397,62.85,1.5445,61.5233,1.6695,145.3604,4.5517,98.3897,4.8715,217.0333,8.0297,184.7667,4.0184,162.64,4.3676,1.4952,0.0923,63.7408,1.6149,61.9567,1.273,148.2228,5.5823,97.6203,4.2658,213.6729,6.6325,181.2783,5.9813,161.4667,3.3431,1.4442,0.0869,2.34,-2.29,3.44,-0.77,1.9391,-6.7311,4.0,26.75,2.0,33.38,1.2148,0.8085,deflation,0,-1.135,19.862,1.0,-0.43,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-08-31,550.08,101.66786,149.35902467283,231.5,152.5,3.815,5.707,-5.446,-2.294,-1.992,-9.025,1.424,11.245,0.0,21.128,1.55,192.0,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,64.46,63.38,-1.135,1.864,0,0,0,2.538,157.78,0,0,8,2005,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,61.1,61.63,151.1686798489,94.13873,495.73,207.125,152.5,179.81,1.37,162.26,2.374,12.4,97.475746974402,3372.54702636637,64.1733,1.196,62.52,1.8743,145.0532,3.8529,102.0976,5.2246,228.0,3.6315,190.2533,1.8133,160.05,4.8786,1.5723,0.0197,63.41,1.3838,61.815,1.8364,145.0588,4.1303,99.6445,4.5141,221.0958,8.1788,186.7983,4.0921,161.8933,4.8065,1.5252,0.07,63.6208,1.4884,62.0533,1.3372,148.8949,5.1404,97.4214,3.985,215.6229,8.1185,183.3617,4.7915,161.2217,3.5065,1.4506,0.0919,-0.74,-1.44,-0.43,1.16,5.4892,8.0642,3.25,23.4,1.62,25.0,1.2169,0.7993,deflation,0,0.574,19.1747,1.0,0.84,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-09-30,545.16,96.35318,159.70865813438,240.75,152.5,6.929,5.743,-5.227,-1.549,-0.894,-9.382,3.996,15.468,0.0,6.272,1.507,196.62,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,64.83,64.22,0.574,2.473,0,0,0,2.544,155.71,0,0,9,2005,64.46,63.38,149.35902467283,101.66786,550.08,231.5,152.5,192.0,1.55,157.78,2.538,12.4,97.475746974402,3372.54702636637,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,64.11,63.24,150.985863975,99.876616,543.69,210.625,152.5,181.56,1.395,158.13,2.833,12.4,97.475746974402,3372.54702636637,64.83,0.37,63.8033,0.42,150.9792,8.0427,101.8483,5.5875,233.5,6.4856,193.0,3.238,156.7367,1.0351,1.548,0.04,63.53,1.4843,61.9783,2.0226,146.5126,7.1008,99.0573,4.7031,226.1167,9.5902,189.3083,4.7948,161.49,5.2651,1.5438,0.034,63.5175,1.3384,62.1825,1.4704,149.6177,6.0057,97.2951,3.9935,218.3104,10.5269,185.08,5.5489,160.9,3.8336,1.4612,0.0903,0.37,-1.24,0.84,1.55,10.3496,8.6738,9.25,32.25,4.62,20.62,1.2627,0.8039,deflation,0,5.6301,19.5897,1.0,3.46,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-10-31,578.62,101.938515,167.826712725,246.375,152.5,5.083,11.776,5.797,8.683,6.138,-0.835,2.336,16.352,0.0,4.452,1.468,199.44,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,68.48,67.68,5.63,10.408,0,0,0,2.913,147.75,0,0,10,2005,64.83,64.22,159.70865813438,96.35318,545.16,240.75,152.5,196.62,1.507,155.71,2.544,12.4,97.475746974402,3372.54702636637,64.46,63.38,149.35902467283,101.66786,550.08,231.5,152.5,192.0,1.55,157.78,2.538,12.4,97.475746974402,3372.54702636637,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,61.97,59.89,140.87698047857,96.279365,545.88,214.75,152.5,183.62,1.524,166.97,2.792,12.4,97.475746974402,3372.54702636637,65.9233,2.2219,65.0933,2.2792,158.9648,9.2563,99.9865,3.1495,239.5417,7.5108,196.02,3.7561,153.7467,5.2954,1.5083,0.041,64.615,2.2813,63.2767,2.7745,151.0042,10.5223,100.0005,4.6009,231.3875,10.7179,191.945,5.3578,158.2867,6.8672,1.5345,0.0461,63.855,1.9571,62.7142,2.1285,151.0911,7.9886,97.9738,4.0363,221.1958,13.0162,186.7933,6.5452,159.6183,5.3078,1.466,0.0889,3.65,4.05,3.46,6.38,8.1181,17.6807,5.625,34.625,2.82,20.56,1.3498,0.8492,deflation,0,-4.4831,23.2477,1.0,-3.42,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-11-30,558.93,95.36898,161.11635164432,246.125,167.5,-3.998,2.905,-6.445,1.732,-3.403,-0.403,-0.101,15.119,9.836,10.78,1.528,206.81,12.4,97.475746974402,3372.54702636637,10.5792594140353,-0.4,-1.123,287.315,65.41,64.26,-4.483,2.39,0,0,0,3.257,155.62,0,0,11,2005,68.48,67.68,167.826712725,101.938515,578.62,246.375,152.5,199.44,1.468,147.75,2.913,12.4,97.475746974402,3372.54702636637,64.83,64.22,159.70865813438,96.35318,545.16,240.75,152.5,196.62,1.507,155.71,2.544,12.4,97.475746974402,3372.54702636637,64.46,63.38,149.35902467283,101.66786,550.08,231.5,152.5,192.0,1.55,157.78,2.538,12.4,97.475746974402,3372.54702636637,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,61.86,60.2,143.33005787571,95.41819,537.98,217.2,152.5,184.85,1.515,166.11,2.733,12.4,97.475746974402,3372.54702636637,66.24,1.9615,65.3867,1.9862,162.8839,4.3381,97.8869,3.5431,244.4167,3.1779,200.9567,5.2616,153.0267,4.5699,1.501,0.0304,65.2067,1.8419,63.9533,2.3342,153.9686,10.4329,99.9923,4.6108,236.2083,9.4956,195.605,6.8379,156.5383,5.716,1.5367,0.0453,63.9308,2.0015,62.8392,2.175,151.47,8.3708,98.1092,3.9068,223.8896,14.5956,188.8192,8.5505,159.3083,5.4327,1.4795,0.0845,-3.07,0.91,-3.42,1.5,-6.7104,4.5477,-0.25,32.325,7.37,24.31,1.329,0.8111,deflation,0,1.4371,38.7861,1.0,2.7,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2005-12-31,537.66,102.140276,164.44104598929,245.875,167.5,2.064,6.867,7.1,7.078,-3.805,-2.608,-0.102,16.459,0.0,9.836,1.495,206.69,11.9,100.273315954213,3265.28464069219,10.6135429629015,-0.5,2.798,-107.262,66.35,66.96,1.437,6.965,0,0,0,3.263,149.34,0,0,12,2005,65.41,64.26,161.11635164432,95.36898,558.93,246.125,167.5,206.81,1.528,155.62,3.257,12.4,97.475746974402,3372.54702636637,68.48,67.68,167.826712725,101.938515,578.62,246.375,152.5,199.44,1.468,147.75,2.913,12.4,97.475746974402,3372.54702636637,64.83,64.22,159.70865813438,96.35318,545.16,240.75,152.5,196.62,1.507,155.71,2.544,12.4,97.475746974402,3372.54702636637,64.46,63.38,149.35902467283,101.66786,550.08,231.5,152.5,192.0,1.55,157.78,2.538,12.4,97.475746974402,3372.54702636637,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,62.86,60.37,141.93077620909,97.101172,560.15,224.25,152.5,188.38,1.58,165.65,2.55,12.4,97.475746974402,3372.54702636637,66.7467,1.573,66.3,1.803,164.4614,3.3552,99.8159,3.8525,246.125,0.25,204.3133,4.2209,150.9033,4.1614,1.497,0.03,65.7883,1.4651,65.0517,1.8002,157.7203,9.2146,100.8321,4.4344,239.8125,8.0416,198.6567,7.0511,153.82,4.1909,1.5225,0.0422,64.1242,2.1204,63.2025,2.4749,152.3506,9.1648,98.6718,3.9651,226.7854,15.2647,190.8925,9.6431,158.4417,6.1409,1.4897,0.0774,0.94,2.32,2.7,4.36,3.3247,10.5667,-0.25,34.75,-0.12,24.88,1.384,0.7896,deflation,0,0.6631,35.7498,1.0,0.78,0.0,47900489808168.8,13039199193000.0,3.3927468454955
2006-01-31,535.83,102.65206,167.16073370625,244.3,167.5,1.654,8.833,0.501,6.646,-0.34,3.048,-0.641,17.114,0.0,9.836,1.461,205.9,11.9,100.273315954213,3265.28464069219,10.6135429629015,-0.5,2.798,-107.262,66.79,67.74,0.663,7.883,0,0,0,3.191,147.62,0,0,1,2006,66.35,66.96,164.44104598929,102.140276,537.66,245.875,167.5,206.69,1.495,149.34,3.263,11.9,100.273315954213,3265.28464069219,65.41,64.26,161.11635164432,95.36898,558.93,246.125,167.5,206.81,1.528,155.62,3.257,12.4,97.475746974402,3372.54702636637,68.48,67.68,167.826712725,101.938515,578.62,246.375,152.5,199.44,1.468,147.75,2.913,12.4,97.475746974402,3372.54702636637,64.83,64.22,159.70865813438,96.35318,545.16,240.75,152.5,196.62,1.507,155.71,2.544,12.4,97.475746974402,3372.54702636637,64.46,63.38,149.35902467283,101.66786,550.08,231.5,152.5,192.0,1.55,157.78,2.538,12.4,97.475746974402,3372.54702636637,65.2,63.81,143.869839885,107.52385,561.26,228.25,152.5,190.38,1.587,156.72,2.605,12.4,97.475746974402,3372.54702636637,66.1833,0.7049,66.32,1.8261,164.2394,3.0272,100.0538,4.0652,245.4333,0.9894,206.4667,0.4944,150.86,4.211,1.4947,0.0335,66.0533,1.4811,65.7067,1.9655,161.6021,6.8032,100.0201,3.2526,242.4875,5.7767,201.2433,6.2033,152.3033,4.5617,1.5015,0.0343,64.4517,2.2091,63.615,2.7921,153.4812,10.1192,99.2049,4.0399,229.7604,14.8721,193.005,9.9434,157.4717,6.8753,1.4983,0.0664,0.44,3.93,0.78,4.95,2.7197,13.5676,-1.575,35.7,-0.79,25.35,1.3948,0.7948,deflation,0,4.0275,34.1967,1.0,4.18,0.0,51923507284496.0,13815586948000.0,3.22594410070404
